verb,x,y
decorate,19.48659573,27.85694307
reassemble,22.5883788,31.49692839
restart,-10.51204898,28.92535145
abort,-10.59275251,31.98123536
weld,23.43012324,32.0738094
defend,1.380863617,31.01013375
protect,0.909341932,32.36181365
safeguard,0.639702521,32.39699227
shield,1.675419775,33.72159381
acquaint,7.985941872,37.4525108
orient,8.903546961,37.52160167
nurture,-10.95750095,35.01818928
cultivate,-11.13640698,35.21277659
abet,-3.969567982,55.64044901
outsource,-3.344478717,53.59498001
entrench,-3.900040746,53.69279072
promulgate,-2.742457085,53.71852472
obligate,6.794121255,49.60052939
embroil,-5.734161472,61.90028176
entitle,7.468689818,50.02351167
entangle,-5.564752895,63.44819739
disallow,7.324277708,46.22832072
ordain,7.543966696,48.76853772
accredit,7.960493878,48.41633605
litigate,7.70629399,52.92790197
confine,1.514265312,46.88995209
expose,1.317179257,47.25133373
nourish,-10.26216767,38.16423847
colonize,-12.49732353,37.26275089
suffice,-5.935631221,4.876867021
can,-6.359221986,3.736208757
will,-6.38100991,3.645179342
afford,-6.819181416,2.4830183
act,-15.70554421,9.481411424
handle,-5.432673304,6.770571304
repeat,-16.64716199,10.68022385
manage,-5.148371552,6.676300184
embrace,-17.13495439,12.13309099
revert,-17.9579602,7.214635385
shift,-18.07471644,9.861585926
follow,-6.150204408,15.05240765
satisfy,-4.170848242,17.56783521
meet,-4.243967948,17.33448686
dial,-2.750749518,0.387957837
click,-2.657768808,0.356538858
refuse,1.174934022,6.392309696
obey,0.219264356,20.94931005
heed,0.115039727,20.75816509
register,-17.40522784,-4.193000512
require,0.287812315,6.732128767
check,-17.4766899,-4.564418315
respond,0.492635871,20.17867328
react,0.552600723,20.18758215
elevate,10.70565447,31.99697977
align,11.4549368,31.95134042
differentiate,12.43631231,31.94621894
distinguish,12.66558042,31.93906208
define,11.89809802,40.50077431
redefine,11.89321016,40.5058129
conceive,-4.5742064,31.98303348
accomplish,-5.141735977,31.39359225
achieve,-5.583192672,30.90753657
attain,-5.792395656,30.67518526
assimilate,3.234678009,43.12833659
generalize,3.736544142,43.11276612
translate,16.39361836,32.33949272
infuse,3.30765536,22.81717583
inject,3.208100348,22.75118315
extrapolate,4.094315146,43.23362024
infect,13.53738681,30.98802829
correlate,4.382352954,43.43902392
calibrate,7.184514209,33.40062015
adjust,7.459294417,33.46822668
adapt,9.073435104,33.91918695
emulate,13.51477507,32.92142417
compare,13.36659807,35.00256561
duplicate,14.79732701,31.78425569
relate,13.04736643,35.06054974
recreate,16.40628156,33.9636605
re-create,16.46312933,34.04160055
categorize,19.09021958,19.94594744
classify,19.22180908,19.71143975
justify,-14.19425055,38.05842507
overtake,-15.30511899,30.10474127
delve,-8.309827134,64.93480661
expound,-8.322066438,64.96456209
conform,-6.708328992,59.76275727
adhere,-7.160299387,59.35015127
deviate,-5.709334655,60.72413762
apply,-7.644365931,58.80613627
hew,-4.650339127,62.0978238
pertain,-4.717881482,61.73547412
qualify,-8.559564843,57.49778935
cope,-13.87010402,60.77721606
grapple,-13.24761447,60.64707453
wrestle,-12.76293158,60.55303409
meddle,-20.48985831,67.3778946
tamper,-20.28121964,68.0385487
interfere,-19.51164138,69.72022026
correspond,-0.699852853,57.31691126
violate,-18.96327438,71.00892024
comply,-21.36907154,61.53447401
abide,-21.44416665,61.59832457
originate,1.100880159,55.32812891
reside,1.436781598,55.29086676
hinge,-6.256375313,56.78227163
exist,2.843087131,55.16858783
disregard,-23.3417216,61.75719637
belong,3.520145003,55.12765149
revolve,-6.153903219,56.63537873
transpire,-5.787350181,56.61409985
preoccupy,-5.741666373,56.62369563
haunt,-5.628872747,56.65763162
capitulate,-32.93406214,70.70660125
accede,-33.20101279,70.95815442
acquiesce,-33.11062186,70.87883694
renege,-33.91313473,71.68387347
believe,27.13249964,35.28836444
think,27.18210364,34.73165635
assume,25.98578372,36.12395238
contend,27.26535841,36.58195649
feel,27.09976317,34.79502802
guess,26.77312757,31.76002431
suppose,27.41872055,30.25728405
argue,27.84749024,37.67596265
acknowledge,24.70648079,31.92427993
assert,25.47292474,36.82568027
insist,28.88279563,37.88971284
swear,28.51572595,29.55456376
presume,26.94902297,29.26648012
realize,24.3547603,33.72356194
say,27.46643162,32.43533253
pretend,26.62170425,28.96188984
concede,25.48969526,32.15907196
admit,24.51479183,31.07401814
conclude,26.19770455,32.44058274
mean,29.65663908,33.46395202
prove,23.9855117,33.52527173
wonder,22.81692093,34.05802244
agree,28.65036904,39.78763502
imply,30.82748039,32.60209933
suggest,30.91537173,33.84908699
indicate,31.06665534,34.20282381
discover,22.18228514,34.2265941
know,25.42059031,32.15631195
see,25.66984915,31.83128645
speculate,26.61419943,39.80068387
worry,27.55016471,41.2946322
complain,28.05393759,41.49240548
warn,29.25394451,41.85370381
confess,20.74439113,28.20842234
fret,26.30868829,43.49178332
reckon,26.09329488,43.90703841
seem,34.40244085,26.16300329
appear,34.55739747,26.33860587
apologize,19.57348171,27.3252794
beg,16.73406978,25.20866993
theorize,8.356646582,43.46331671
surmise,8.032116669,41.34490337
infer,8.028078166,41.27945183
allege,8.432942537,43.90222863
corroborate,8.577799522,44.72706205
stipulate,7.794731979,40.35764971
scout,40.67906001,-49.4697717
volunteer,41.49797001,-48.8849104
school,41.78142677,-48.43659428
age,41.57176899,-49.66147366
grade,42.45581452,-50.39237463
staff,42.41769114,-49.13626084
charter,42.04737697,-46.59740169
graduate,43.37723177,-51.60054531
master,44.53767432,-56.45302442
showcase,44.21084114,-56.04726114
splinter,40.19376511,-45.19709759
group,40.80949131,-44.51843429
engineer,41.66754307,-60.62268604
pilot,41.578745,-60.69944619
radio,23.18816195,-60.36983857
broadcast,23.25161678,-60.60745303
telephone,22.69562263,-58.82646972
phone,22.78921805,-59.1056855
service,21.46790379,-57.44304734
fare,20.59054037,-56.22910585
chat,22.79611188,-60.86391772
tally,34.29448487,-34.26398882
poll,33.69711454,-34.18659292
race,32.8331994,-34.0795533
contest,32.3418625,-33.94182416
replay,31.64471247,-33.60474299
channel,20.58669652,-64.89838029
nurse,55.03380057,-60.13664294
widow,53.99457611,-61.20551485
intern,54.01099933,-58.36669909
founder,51.76814464,-60.43727076
partner,52.37331912,-61.64650862
mentor,55.77055833,-62.67782636
tutor,55.8356233,-62.6371552
associate,52.4905628,-57.90863359
affiliate,51.16831665,-60.23938089
mourn,52.90525243,-62.06626252
counsel,54.92685836,-55.86524562
neighbor,58.17451565,-62.61601958
broker,49.27498002,-59.09836145
muse,57.89166042,-64.20107143
mate,50.47730495,-66.78149136
witness,59.91583467,-56.24322955
man,60.47896925,-57.50162072
addict,60.84678378,-57.86242157
suspect,59.85261219,-55.44943857
ally,52.40441079,-62.57074382
rival,52.5254758,-62.89884221
minister,51.45949121,-60.15137192
prime,51.41026256,-60.03142081
pioneer,45.3690692,-57.16403281
pattern,9.301647741,-59.42695482
sequence,9.902422709,-60.07936115
screen,9.237850192,-57.29199494
scroll,9.884491907,-57.68867603
landscape,0.638632695,-66.97937844
sound,8.020844136,-56.46455761
faint,6.125888166,-56.37998102
clock,6.153578191,-54.9972998
sculpture,-0.453914632,-67.63000342
glow,4.848145283,-56.27603572
quilt,-0.857706325,-67.88306494
shade,3.644148809,-56.289289
stereotype,13.17712222,-63.88214869
stud,4.359520999,-74.80678498
crown,5.057108592,-75.59506247
title,6.06285711,-76.47184283
prize,6.681296718,-77.05216161
award,6.999478821,-77.35405546
profile,26.71779782,-53.34651152
shape,24.84845628,-51.21825834
sport,22.85372362,-61.92436553
brand,22.69385447,-61.86773937
tone,27.67539146,-53.20704595
style,28.2184429,-56.40046562
fashion,28.24022569,-58.03231773
design,28.28282232,-59.80853037
model,28.26090328,-59.86830257
detail,29.21192939,-52.42715325
imprint,20.11279348,-60.24861746
nickname,22.19103184,-61.42281998
outline,30.97820266,-51.43448506
pulse,26.84312463,-52.88025319
label,20.48675656,-61.2892611
name,20.79081595,-61.40731933
dream,22.03402291,-47.41239167
mind,22.45037461,-47.03758246
view,31.88067474,-47.95369752
tag,17.7422482,-62.48206671
touch,24.29334371,-44.16014354
eye,23.13898035,-46.0959871
picture,34.56804705,-48.48284682
photograph,35.12977823,-48.53700326
condition,23.64506618,-45.44155798
sketch,35.92484534,-48.63394883
signal,27.14419571,-51.56949835
voice,26.81165017,-52.30008013
accent,26.57380075,-52.66562865
spotlight,13.29282698,-48.7823462
glance,25.60125866,-53.49013951
stage,17.36401035,-64.94162232
mock,17.13832926,-65.49061728
exhibit,33.93690461,-66.18425399
display,33.93990502,-66.18611512
balk,-9.898233817,33.05295927
quit,-13.5982161,33.06537904
resign,-13.72548983,33.1758541
expire,-11.4628042,32.10294025
retire,-11.96484302,31.7238849
succeed,-13.40629125,36.00411277
marry,-12.76002183,30.26165437
wed,-13.0367107,29.94081121
remarry,-12.34318836,28.19196358
coexist,-2.765480024,45.73531605
interact,-2.360112643,45.33645044
communicate,-1.474642621,44.56665302
focus,-17.8603634,48.57826061
concentrate,-17.86025847,48.58073981
connect,0.549849234,43.06105059
operate,2.031714567,42.0412114
compete,2.833312758,41.46110661
enter,-13.36053093,38.15918422
re-enter,-13.360392,38.16071208
forbid,-43.70657394,54.46935149
retaliate,-40.19389785,44.43433786
legalize,-45.38931936,53.93654343
outlaw,-45.32179204,54.17769315
goad,-30.56226276,64.72357216
accuse,-29.84102783,65.3344524
anoint,-19.86010157,47.46530486
delegate,-19.12971338,47.27807459
nominate,-18.92050885,46.52579374
preclude,-44.14289056,39.57754959
appoint,-18.50307253,45.95201169
implicate,-25.23238108,67.64137056
incriminate,-25.089969,68.46094781
endear,-25.3961168,69.48081079
necessitate,-44.27246768,37.52711202
entail,-43.77183041,36.36330155
tolerate,-43.44836368,35.76301473
avoid,-50.77298316,21.12956626
prompt,-54.26872768,16.87285163
invite,-62.96150203,24.56981123
spurn,-59.74533106,28.66818069
woo,-63.76791375,27.95838452
pave,-53.58520023,13.64620918
oblige,-65.23279819,26.10993218
stem,-55.57494084,10.81103985
reassure,-64.96084312,28.72697752
offset,-55.84204715,7.995227535
compensate,-55.85215464,7.920166499
soothe,-39.13785793,28.85330501
surmount,-32.94116443,24.08139435
cease,-35.71011897,36.46173014
refrain,-36.70783523,37.40460881
abstain,-36.9549851,37.62757191
proceed,-30.7037029,33.95375485
resume,-32.08713725,32.4114965
continue,-32.13946494,33.01979503
begin,-31.7459506,32.65300611
culminate,-31.73030209,30.42012452
collaborate,-26.36087163,43.73026323
commence,-29.66099598,32.24860475
cooperate,-28.89238826,47.47917727
participate,-25.31351827,43.27558833
intervene,-35.0879076,49.46412326
intercede,-35.15153735,49.47385877
testify,-29.08229785,47.93506062
precede,-31.38072275,28.87925723
engage,-27.07668883,46.77892712
officiate,-45.49245658,40.90983692
start,-31.91691283,30.62709361
perform,-24.32566209,43.3886126
accompany,-31.12926589,28.33724621
plead,-29.32227133,48.93053318
secede,-45.85853977,42.92989712
finish,-31.96857266,30.1090897
attend,-23.31035115,42.34262714
enroll,-23.26105649,42.57418072
guide,-30.9593696,27.93205661
join,-21.88672661,39.34906188
rejoin,-21.85990658,39.28570248
coincide,-45.41866933,36.02733221
herald,-45.48501271,35.55990906
presage,-45.69895365,35.10919293
foreshadow,-45.83358905,34.87984996
endure,-44.32311463,46.7162354
suffer,-44.54753646,47.25525029
succumb,-44.7642882,47.76210018
precipitate,-46.28142719,34.23851511
mitigate,-48.1052627,3.401414395
minimize,-47.46631217,2.356998381
maximize,-46.91717762,1.960517052
counteract,-48.79640501,4.037243548
alleviate,-50.06317152,5.97884018
relieve,-50.13843019,6.056226908
lessen,-48.30640107,-0.243643993
reduce,-48.30567953,-0.968532489
ease,-51.49265804,6.729966458
halve,-49.1385298,-2.499624492
abolish,-45.18373516,-1.569900917
eliminate,-45.8473232,-2.316014166
increase,-52.29228314,-3.104928467
undo,-38.59304104,9.284705038
decrease,-52.37730643,-3.134422395
rectify,-38.56942628,9.640076328
freeze,-44.82669358,-4.155651561
reverse,-38.15647561,5.453700816
restrain,-56.39122901,9.465078901
halt,-38.17716977,5.627222534
curb,-57.18190069,9.040800489
stall,-38.02272137,3.732385967
trim,-46.79384841,-8.46425
cut,-45.59840529,-8.198938468
stop,-38.18496688,5.162543394
curtail,-59.05813907,8.469616134
restrict,-60.11047773,8.16460797
limit,-60.33858157,7.221308026
regulate,-60.92740421,8.820866087
erase,-33.94156338,15.09379382
funnel,-36.58935825,16.49366326
resolve,-35.72422978,17.65657099
block,-37.77684722,0.695540179
defuse,-38.1991548,19.40876289
quell,-38.79728334,19.87570181
steer,-36.42995896,17.10078761
forge,-34.71552905,19.4772884
refocus,-14.30059282,6.863752238
liquidate,-15.42450755,1.354891585
reorganize,-17.86816843,2.719426421
restructure,-17.7398907,1.652564863
modernize,-17.8046132,7.909278284
reshape,-13.84517186,5.312830008
realign,-18.46441532,3.881719196
upgrade,-18.14666131,8.189860597
revamp,-18.26762749,0.604422807
redesign,-18.08206413,0.114002937
reinvigorate,-12.86917116,6.677430877
rejuvenate,-12.04365765,6.753753893
overhaul,-17.26641942,-1.474881275
reconfigure,-19.65004824,3.609258541
reform,-16.83620534,-2.316726867
revitalize,-11.63914356,6.793398351
invigorate,-14.21236034,7.389286848
revive,-10.99657841,7.04056199
privatize,-20.28223942,-0.329742878
consolidate,-22.66501232,6.479788814
recast,-7.511845433,5.118308608
resurrect,-9.468491718,7.21059272
resuscitate,-9.672660079,7.651721926
remake,-6.294281466,4.12588542
preserve,-0.615638313,16.08755666
enlarge,-23.48712217,5.818814807
diversify,-23.20955352,8.462715538
expand,-23.40450026,7.765905096
restore,-0.465781469,16.11721652
solidify,-23.85103034,6.720326567
widen,-24.4206045,6.476651547
broaden,-24.59399134,7.579896712
stabilize,0.386795668,15.9655759
salvage,-10.49914438,6.471113149
relocate,6.526635641,-1.442026447
streamline,-24.56120784,-2.869411707
rescue,-10.79664466,6.170912397
simplify,-24.97562415,-2.945972834
reopen,7.602787039,-1.23668572
refill,-0.193858436,15.85869526
scrap,6.63054678,11.83438057
stump,-33.6382567,-63.68477641
fuse,-32.18358974,-63.1158847
slice,-27.94548101,-76.41088206
fasten,-42.65231916,-58.5082429
sprain,-44.71977272,-78.60923825
fracture,-46.26088447,-78.11381145
bruise,-46.4418936,-77.74075352
disconnect,-45.75361347,-54.1489364
tan,-34.75878264,-62.63007672
tile,-31.47458112,-62.48608229
slit,-32.92390481,-66.90407669
twist,-15.8426667,-58.99266124
slant,-17.20363482,-60.24140465
stain,-40.37880858,-59.24975555
dye,-40.8161631,-58.96304656
wrinkle,-15.15772765,-58.63380183
flick,-24.02325508,-55.49062089
fling,-21.29779334,-52.19546663
tilt,-25.53791056,-41.78332315
swing,-25.73989013,-41.41382787
lob,-19.8386976,-46.78141698
shuffle,-26.47773837,-40.0007187
annex,9.321324784,-72.17949384
center,8.312823728,-72.25943012
ship,8.482052726,-84.52269479
bridge,10.17987733,-79.06156626
square,8.943772505,-69.74973808
cluster,0.942445618,-89.30376839
lodge,-3.081840403,-77.45149437
bar,-10.32117807,-73.68685012
land,-4.279235892,-68.47258074
chain,-5.696696202,-63.57173962
angle,3.129736228,-85.45200169
curve,4.102597233,-87.0865505
incline,5.492085934,-87.32806016
narrow,11.64623736,-87.16171125
parallel,11.68395654,-87.15926247
kill,-22.36225151,64.80948225
injure,-22.53178033,65.60344887
kidnap,-23.51174524,67.58179365
destroy,-21.85744025,62.91914047
abduct,-23.48966701,68.67426892
maim,-23.18950467,70.04595315
enslave,-22.76930731,70.48605506
bludgeon,-21.39602015,70.83369676
confiscate,-18.89367061,66.39930932
impound,-18.84678356,66.06490314
mutilate,-23.97101252,71.03332789
incarcerate,-23.47318478,71.50151657
imprison,-23.97939738,68.97814459
eject,-24.16584868,66.07598807
vandalize,-26.06671982,72.27762221
detain,-25.18526777,68.87583755
vilify,-16.9017057,74.71914419
commandeer,-24.3165804,54.34839353
expel,-25.9850633,62.32067801
disable,-24.8278641,54.80122022
assassinate,-24.17273512,59.21672553
persecute,-16.11304533,76.11069296
evict,-23.36834315,68.17667723
marginalize,-16.44708238,73.22243918
deport,-24.03488452,68.04631016
penalize,-29.66380291,68.02370174
overthrow,-24.6681851,57.89283723
extradite,-24.31787509,67.23225176
oust,-25.52610495,58.5041123
unseat,-25.65733005,58.53699398
intimidate,-21.36802121,73.6059031
topple,-26.66529042,57.3679543
humiliate,-21.6978705,72.36056119
stigmatize,-17.54347406,77.02630313
coerce,-20.32763813,74.88006833
disenfranchise,-17.95852144,76.41629504
dislodge,-27.36841438,56.95458125
embarrass,-21.77562833,71.82823776
discredit,-20.0953159,69.84331288
indict,-24.54929396,66.56475141
smear,-19.64142446,69.20331666
depose,-24.5813261,61.95835183
impeach,-24.58619555,62.21121847
convict,-24.52509753,65.67057409
acquit,-24.52675033,65.29191667
frighten,-23.81788481,75.55578053
scare,-23.87770676,75.62953473
exploit,-17.17530177,40.33062723
neutralize,-16.56736988,40.39824741
isolate,-15.36405742,40.56767697
penetrate,-15.10010338,40.05223637
eradicate,-14.40399943,40.13568077
pierce,-14.23288495,39.76477846
puncture,-14.20531484,39.75682065
constitute,28.37719417,45.93361757
involve,29.18688515,46.74529851
transmit,43.68760745,22.40483836
accommodate,58.71853085,26.66523268
cure,22.34226297,12.12452607
garnish,-70.89311082,-59.74705798
bowl,-66.7169871,-59.7003633
mash,-72.09426369,-60.89640275
squash,-67.71628552,-61.83129734
foil,-68.64656813,-61.44020849
roast,-68.64096502,-64.50521075
sprinkle,-70.93026258,-52.79165507
dish,-67.59866012,-63.99938178
fry,-69.34148945,-64.94079108
grill,-68.17331893,-64.05712741
brew,-66.4683293,-64.85462596
pickle,-67.54317633,-65.66693954
cook,-75.7478546,-53.375691
bake,-76.10819775,-52.93117995
boil,-73.8890993,-49.20365814
heat,-74.71454185,-47.09787316
chill,-75.12186413,-47.06118086
ferment,-74.53365286,-45.14814967
thaw,-74.59930735,-43.0333677
bleach,-40.13156786,-65.27970963
poison,-52.7213707,-75.90130141
air,-27.23114208,-67.0673215
jam,-24.33003685,-76.16562311
herd,-58.38603662,-72.95417503
anchor,-39.18408716,-85.19554892
shrink,-38.62069296,-31.07567066
melt,-52.86361308,7.369783857
swamp,-52.06376368,7.788308774
drain,-54.8824892,6.029120221
bend,-53.80490907,4.04326674
spread,-48.40842196,5.260455438
rotate,-56.27357079,1.168739279
crack,-46.53448335,2.309478816
let,-16.81498538,2.66808101
make,-18.31359138,2.603942838
bring,-18.34236828,0.893985655
give,-16.65488359,1.680196613
cover,-21.04547745,4.149620633
carry,-19.56367445,0.13090982
calm,23.81405165,-25.48765964
quiet,24.671108,-25.47175924
idle,20.92031929,-31.16305851
empty,20.57269406,-31.22610664
smooth,15.53481774,-26.90077592
thin,15.24523169,-27.95973941
humble,26.31850727,-25.70478527
black,14.88493184,-27.45115492
corrupt,14.53902842,-26.34130527
brown,14.62268024,-29.13406958
tame,27.56046862,-25.63826498
red,14.35123607,-29.52698189
bankrupt,14.39118985,-25.85297614
mute,28.31652811,-26.59348185
moderate,28.41984647,-24.66540705
warm,19.24015469,-24.35926101
blunt,28.83168847,-25.57606633
cool,18.6351505,-24.29070396
obscure,24.16824575,-27.51339066
diffuse,29.6424985,-28.51361818
damp,18.16573852,-25.05827704
dry,18.08783662,-24.55521983
orphan,26.21213097,-19.86475786
blind,26.52861369,-19.81587614
flush,17.58990962,-24.99593939
clean,17.94796867,-23.06782022
perfect,26.25134083,-20.05853885
flood,-22.34909457,-69.16135448
spill,-21.21751446,-64.46874481
fire,-17.74428336,-71.86747447
alarm,-17.30798147,-72.71877319
leak,-20.85194022,-63.68974079
export,-15.81376092,-54.5517724
overload,-21.17743182,-61.94754422
exhaust,-26.15461433,-66.36073072
harm,-18.56421477,-54.65270165
damage,-18.72370733,-54.69429426
raise,1.949283294,-22.09539403
recoup,5.471959319,-16.43088767
recover,5.698298678,-16.26693169
save,-1.559526086,-17.68275404
resell,6.747286125,-28.88263508
sell,5.279201614,-29.95475258
unload,6.321997489,-30.61696133
swap,5.494608384,-32.8003547
squander,-8.87839083,-18.53294689
subsidize,18.0684615,-18.04410093
spoil,-12.64533293,-19.03762789
ruin,-12.67788088,-19.12990541
lower,10.32402955,-38.62749915
level,8.535688989,-39.21111133
speed,5.813616593,-40.40923185
forward,14.6053133,-28.80960806
upset,10.47512432,-34.16775041
surprise,45.79663053,-57.83768011
insult,49.30977347,-46.80963692
close,12.28166123,-18.40024135
settle,10.95520965,-16.36394517
slow,16.55458597,-28.44734293
control,10.76753651,-18.50373498
influence,11.63530031,-18.40940719
force,11.66070327,-13.93737626
wrest,8.084477665,-16.84121034
cause,14.14409627,-7.612068627
strain,23.86719279,-26.57941197
stress,23.87011808,-26.60188547
trigger,14.50039292,-6.615432844
warp,19.66911704,-32.42937996
scale,13.61294591,-36.65372641
foster,28.08932005,-9.265820028
alert,48.81116301,-28.82028972
create,-1.698044581,13.46133378
generate,-2.310314433,14.77341996
extract,1.324534111,15.52501715
garner,-6.63149607,17.72574536
transform,1.904498715,5.000122209
convert,2.771925975,4.428478191
lose,-10.27581356,18.67168178
collect,7.798038776,5.676211499
distribute,5.554840332,3.218163421
integrate,8.117559634,22.18084084
circulate,9.406439181,6.852836682
meld,8.892682583,21.85634859
combine,8.961441156,21.7609749
gather,10.42845624,7.690400164
promote,7.497131118,12.90432996
commercialize,9.725159525,15.03868659
disseminate,10.18603868,14.54098709
capture,-12.49649247,26.17908585
coordinate,17.24736045,12.00769228
initiate,-16.79418455,4.770650119
transfer,-7.862906866,-6.966320401
facilitate,-17.36123356,4.857842848
expedite,-17.83803859,4.918742221
clinch,-21.49431933,22.38453532
defeat,-21.58784062,21.86262559
invalidate,30.72848223,5.419545467
nullify,30.41159158,5.747003252
reinstate,27.46289858,-0.047110795
rescind,26.7474235,-0.45544651
annul,28.49693541,6.356909994
overturn,32.54485865,5.027121498
revoke,26.26893461,-1.030853031
override,33.02302009,4.366687617
suspend,25.2751825,-2.573993027
discontinue,25.11742763,-2.815995568
dissolve,26.86711417,9.881102864
waive,22.76536525,-5.503544865
invoke,32.52408178,11.78628232
terminate,22.32936511,-5.089573642
amend,28.05443719,10.31182753
withhold,25.81063762,-8.516263459
enforce,32.25479627,12.83781069
rewrite,27.63777712,10.91614116
impose,31.85906198,12.88781843
extend,18.89514234,-3.670895878
modify,29.53324382,10.94365353
revise,29.59709215,11.15892607
relinquish,15.98063015,-2.819690935
sever,15.78071162,-4.248590683
cede,16.02644044,-2.777990999
withdraw,15.67910926,-4.693875214
fulfill,17.51549001,-4.323832931
finalize,25.18054889,12.26329337
enact,30.09754005,6.517943061
rework,24.56748146,12.5528943
authorize,37.09279451,2.831521043
jettison,11.55376768,7.162517106
sweeten,20.72360825,-7.649373773
divest,13.04386832,-5.707553867
reject,40.62436174,4.993803048
implement,23.34775737,8.52785155
formulate,22.83900726,8.404372977
defer,26.02505115,-17.54986923
cancel,28.23277222,-18.09000118
postpone,27.60154663,-18.86840608
delay,28.37498301,-18.98462379
abbreviate,30.19954879,54.85883984
parse,34.82877706,52.28004789
sculpt,33.82877358,55.23574107
superimpose,33.24260739,55.70077952
splice,38.23715127,55.66642025
embed,34.81299163,57.91962009
contrive,17.1226126,43.33267359
fabricate,17.39382422,41.93385729
scour,20.7580823,36.93236516
unearth,20.94075683,35.45002508
exhume,19.41178667,37.0028845
sharpen,36.04572987,39.4193415
uncover,20.89918575,35.22793888
cull,19.83269553,36.66670475
unravel,20.69005272,34.24819669
vaccinate,19.47148813,36.29921256
drench,27.14235633,63.61856276
scorch,24.53542126,63.05507853
blacken,23.58855708,63.72504009
submerge,24.50914346,60.49613902
detach,24.46758703,60.38286213
unfold,-44.44441214,36.96290205
morph,-48.24967356,41.36350578
abate,-48.93228151,33.43539348
mutate,-45.89951534,44.04274098
explode,-48.99650736,30.48574204
evaporate,-48.82058987,29.77929636
fade,-41.00212264,30.31909579
beget,-47.22760273,44.79598134
blur,-40.94668417,29.37630315
bleed,-48.53775314,24.47486786
grow,-42.42184686,52.17479834
multiply,-43.92669914,52.91405127
subtract,-44.37246638,53.22263564
mislead,-11.11961292,84.03392521
deceive,-11.14465859,84.0596874
conceal,-1.082258942,80.19902559
dupe,-13.61204307,86.44335115
inflate,3.016165097,79.33454156
deflate,3.100018537,79.81833599
botch,-3.081923329,87.63470904
defraud,-18.30078418,88.74684678
falsify,6.324085648,74.46422981
smuggle,-23.03058124,87.36952454
exaggerate,9.283920592,73.72889758
downplay,9.341232317,73.45254576
disburse,-26.73374122,89.00043304
impart,20.79141467,48.35525293
illuminate,26.53338938,45.44074869
highlight,24.68229388,52.97121131
emphasize,25.09393174,52.82719487
dramatize,24.47970312,52.49700799
magnify,19.27711258,57.33434001
distort,18.1419564,58.31712415
enliven,28.04078625,51.54393111
crystallize,23.80062792,53.59522813
encapsulate,23.33827302,53.4945547
disavow,7.118987987,78.49204735
disparage,3.062436289,72.76777978
denigrate,3.128388503,72.44785698
demean,5.034777083,72.51195625
construe,8.746988108,69.89000485
debunk,1.797151617,67.2481366
impel,2.33133354,95.29996074
disprove,1.62757962,62.84825605
validate,2.367839137,61.70745938
glorify,29.03030735,77.28294559
electrify,50.53700423,77.72089564
stylize,66.65870782,72.91468693
strew,70.68623259,67.29150534
suffuse,69.56518729,70.02669895
modulate,70.24741678,69.03533536
smite,55.80031739,73.05887449
tow,78.4231445,62.52579937
sadden,54.63441548,77.72333768
exasperate,53.66788961,77.56234634
activate,48.72361232,51.85839566
enrich,49.51770316,53.33160002
specialize,58.24962123,46.01727107
evoke,37.62498295,56.41478502
juxtapose,62.26089818,65.5349198
carve,66.81217448,64.88929294
recline,72.44081079,53.31957285
condense,-73.31618126,-27.02393567
decompose,-73.79983064,-27.04598184
prune,-72.6158338,-24.21691002
fertilize,-72.76937073,-24.71530238
mow,-72.22575978,-22.90269318
ripen,-74.50777192,-28.03191203
thicken,-72.06286411,-27.75720872
darken,-71.41144124,-24.35306501
flatten,-71.78876944,-29.32170794
brighten,-72.0073834,-24.11372916
invert,-71.70105488,-30.41006184
harden,-69.24484981,-22.96741554
soften,-69.58646221,-22.81629455
lighten,-70.87758891,-21.73750034
straighten,-70.91956631,-21.62668427
stiffen,-65.60761949,-20.97987185
tighten,-64.96787437,-20.82374299
loosen,-64.41442537,-20.73938675
seed,-77.30365671,-33.89394819
shred,-69.37030168,-24.68921101
triple,-88.666419,-11.99901855
quadruple,-89.4030868,-11.8192943
strip,-46.13147319,-31.49334273
pin,-47.09435891,-30.1156993
screw,-47.60518735,-29.15295049
fold,-51.46903684,-33.08476978
pump,-42.0441169,-38.88860399
skim,-59.07139537,-37.14877656
pour,-59.52661849,-37.26225322
churn,-65.83396148,-18.09177149
plow,-56.19777574,-11.29665099
conjure,-66.05331612,-16.89456566
mete,-68.30208683,-15.53489542
soak,-55.24252865,-30.70363093
shake,-51.0589523,-29.97915709
wound,-28.73003188,-13.90195893
put,-31.52949089,-14.58684821
down,-28.06816717,-16.58410093
set,-26.65695708,-14.57317808
break,-28.23597767,-12.94494793
bounce,-31.2996032,-11.86821974
grind,-35.06123073,-18.54991661
turn,-32.31379937,-10.54200922
pass,-27.14065492,-14.81791696
throw,-29.97477627,-14.49458589
burn,-33.11500523,-9.491346302
drag,-34.44722186,-14.48461447
notch,-30.76118486,-24.39097777
rip,-32.98170652,-11.06420985
fill,-37.37909347,-7.544022225
roll,-38.38334748,-20.3173622
move,-32.5232132,-3.381384122
end,-18.38715515,-20.9803621
lift,-40.47958369,-11.08215821
boost,-39.76027708,-10.22138199
cushion,-39.89861662,-10.97534795
bust,-20.93518267,-27.38229428
color,0.898301483,-55.24310604
spice,-0.13772707,-53.77839029
mix,-0.833240874,-52.57898351
blend,-0.865515323,-52.51769634
emit,-8.323550531,-46.00625656
